memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
retold,3,10,She put her hands to her head and then she dropped to 1 knee.,0.375,0.25,0.5
retold,3,12,My brother found her a few minutes later and called an ambulance.,0.75,0.5,0.75
retold,3,13,She was basically on life support from that time until she passed away about 8 hours later.,0.875,0.625,0.875
retold,3,15,I miss her smile and I miss her laugh.,0.125,0.0,0.125
retold,3,16,She had the best laugh!,0.25,0.125,0.25
imagined,1,0,It was a hot summer day in April.,0.375,0.125,0.375
imagined,1,1,My phone rang and I didn't recognize the number.,0.5,0.375,0.875
imagined,1,3,I decided to pick it up today  because I wasn't that busy.,0.625,0.25,0.75
imagined,1,4,It was my step-father.,0.625,0.25,0.875
imagined,1,5,He wanted to see how I was doing even though we hadn't spoken in several years.,0.5,0.25,0.625
imagined,1,6,Growing up we had a rocky relationship.,0.125,0.0,0.125
imagined,1,7,We never really got along and argued a lot.,0.125,0.0,0.125
imagined,1,9,Sometimes our arguments turned physical.,0.375,0.25,0.5
imagined,1,10,But now that we were on the phone our conversation was calm.,0.375,0.25,0.625
recalled,2,0,A memorable event that happened to me within the past few months was being contacted by my step-father.,0.75,0.25,1.0
recalled,2,3,Recently he called me out of the blue.,0.625,0.125,0.75
recalled,2,4,We had a long conversation and reconnected.,0.5,0.25,0.625
recalled,2,5,It felt really good to be able to bond with my step-father again.,0.375,0.125,0.5
recalled,2,6,I was glad to find out that he's in good health despite being in his 70s.,0.375,0.125,0.5
recalled,2,9,An unfortunate thing I found out while talking to him was that his younger sister passed away from cancer.,0.875,0.125,1.0
recalled,2,13,We've since talked a couple more times.,0.375,0.25,0.625
retold,3,0,The memorable event that I shared was when my step-father got in touch with me after a long time of us not speaking to each other.,0.875,0.0,0.875
retold,3,1,My biological dad left when I was a baby so my step-dad was pretty much the sole father figure in my life during some of my formative years (around age four to nine).,0.25,0.0,0.25
retold,3,2,This was until he and my mom unfortunately got divorced.,0.75,0.125,0.875
retold,3,5,So my step-dad apparently got my phone number from my mom and gave me an unexpected call one day several months ago.,0.625,0.0,0.625
retold,3,7,"He also told me about his health, which he's had issues with at times, but on the whole things are going pretty well for him especially considering he's in his 70s.",0.5,0.25,0.75
retold,3,9,He told me he has a new wife who he said is great and he's very happy being with.,0.625,0.125,0.75
retold,3,10,The memorable and rather shocking part of the story was when that my step-dad told me his younger sister had died (only in her 50s) far too soon from cancer.,1.0,0.125,1.0
imagined,3,0,My dad passed away last month.,1.0,0.0,1.0
imagined,3,1,"I knew he was sick, but it was still such a shock.",0.375,0.25,0.375
imagined,3,2,He used to work in Detroit.,0.25,0.0,0.25
imagined,3,5,"Well, He got cancer behind one of his kidneys.",0.875,0.625,1.0
imagined,3,11,"As I was cleaning up the house afterwards, a lawyer showed up.",0.75,0.125,0.75
imagined,3,14,Ni biggie.,0.125,0.0,0.125
imagined,3,16,Yesterday a huge check showed up from dad. Huge.,0.625,0.0,0.625
recalled,2,0,Five months ago I was still mourning and healing from the abrupt death of my mother who died late last year.,0.875,0.375,0.875
recalled,2,1,She was my best friend.,0.25,0.0,0.25
recalled,2,2,She was married to my father for 42 years and he was heartbroken over her death.,0.5,0.375,0.625
recalled,2,3,Five months ago he died from that broken heart.,1.0,0.125,1.0
recalled,2,5,I was  such an emotional wreck over their deaths that I went into auto pilot.,0.5,0.375,0.625
recalled,2,11,Exactly 3 weeks after his death I started receiving settlement checks in the mail from a lawsuit he had just finished.,0.875,0.125,0.875
recalled,2,12,It turns out that my father was awarded settlements from a lawsuit at the time of his death.,0.375,0.125,0.5
recalled,2,13,As the executor of his estate the funds went to me.,0.375,0.125,0.5
recalled,2,14,I was floored.,0.25,0.125,0.25
recalled,2,15,The 12 checks were made out to me and had my father as reference.,0.375,0.125,0.5
retold,1,0,After the untimely death of father I continued to close accounts and handle issues that arose in the estate.,0.875,0.125,1.0
retold,1,1,I was ecstatic and very surprised when I received the 12 checks in the mail from the lawyer.,0.875,0.0,0.875
retold,1,3,It was bitter sweet that I inherited my family home I grew up in so soon.,0.5,0.25,0.5
retold,1,4,Nonetheless it was mine now.,0.25,0.125,0.25
retold,1,6,I came across the legal paperwork for a case in which my father was awarded money.,0.625,0.25,0.875
retold,1,7,It was the case in which I received the 12 checks from.,0.25,0.0,0.25
retold,1,8,As I went through the paperwork I realized the 12 checks were just the tip of the iceberg.,0.5,0.25,0.625
retold,1,9,There were a list of payments that were to be made to my father and now to me.,0.375,0.0,0.375
retold,1,10,I was astounded.,0.375,0.125,0.375
retold,1,11,My parents had been working on this case for years.,0.375,0.125,0.5
retold,1,13,The lawyer explained that this would be ongoing and I would receive many more payments for years to come.,0.375,0.25,0.5
imagined,1,0,I am finally a college graduate!,0.875,0.5,1.0
imagined,1,3,"After graduation, my family decided to go on a vacation to Zion National Park.",1.0,0.625,1.0
imagined,1,4,"I can't believe that in all my years of going to college in Utah, I had never made it to Zion.",0.25,0.0,0.25
recalled,3,1,"It was an exciting trip, since I just graduated from college.",0.375,0.25,0.375
recalled,3,7,"Also, the bus ride up to the trails was fascinating, especially seeing the variety of different locations.",0.5,0.375,0.875
retold,2,0,"I had just finished my degree in Character Animation, and I was ready to celebrate with my family.",1.0,0.875,1.0
retold,2,1,"It had been months since I had last seen them, and it was exciting that we were all coming together to celebrate.",0.375,0.125,0.375
retold,2,7,"Due to the rain, we had less of a selection of trails, but we still made the most of the trip.",0.375,0.125,0.5
imagined,1,1,"Without warning, there were times I was hit with the sudden urge to pee and ended up holding it too long.",0.875,0.0,0.875
imagined,1,3,"I remember while I was waiting in the office thing that with my luck, it was quite possible that I would just wet my pants right there and then.",0.375,0.0,0.375
imagined,1,5,It all started six months prior when I saw a family friend that I hadn't seen in awhile.,0.5,0.25,0.625
imagined,1,6,"As soon as I saw him, my heart started pounding.",0.375,0.125,0.5
imagined,1,8,All of the bad memories assaulted my mind in a matter of seconds.,0.375,0.0,0.375
imagined,1,9,The way he had sexually assaulted me those many years ago.,0.875,0.125,1.0
imagined,1,11,So that was the day that holding my pee became a problem.,0.375,0.0,0.375
imagined,1,12,I wet myself and left in quite a hurry.,0.625,0.0,0.625
imagined,1,13,It was positively humiliating to me but I'm pretty sure no one else noticed because I left so quickly.,0.375,0.25,0.375
imagined,1,15,"I never know when it's going to hit me, but as soon as the flashbacks happen, the urge to pee always follows and I feel frozen in place trying to hold my pee.",0.375,0.125,0.375
imagined,1,18,"Even though I'm feeling defeated, I'm also feeling oddly hopeful too.",0.125,0.0,0.125
recalled,3,1,I was holding on to my urine a lot for four weeks because i was didn't want to let go of the online games i was playing.,0.5,0.25,0.625
recalled,3,3,I noticed that i couldn't control my bladder and the frequency of going to the bathroom was increasing.,0.625,0.25,0.875
recalled,3,4,I was scared for my life.,0.625,0.125,0.625
recalled,3,5,"If i didn't go the bathroom once my body called for, my urinary tract would start hurting.",0.625,0.25,0.875
recalled,3,6,I never had pain like this in my urinary tract before.,0.5,0.25,0.5
recalled,3,7,I couldn't/can't do the normal things i once did.,0.5,0.375,0.5
recalled,3,8,Like go on a run for 30 minutes because i would be wanting to urgently go the bathroom in between my run.,0.375,0.25,0.5
recalled,3,9,I went to the my annual physical doctor and she didn't know what kind of treatment i needed.,0.5,0.25,0.75
retold,2,1,My primary doctor gave my phone number to the best specialist at the hospital.,0.375,0.125,0.5
retold,2,4,It took weeks to see a urinary specialist.,0.625,0.125,0.625
retold,2,5,"I don't know the exact length, but i had to wait a couple of weeks just so he can hear my side of the story and see what steps he can take with me.",0.25,0.125,0.375
retold,2,8,But it didn't.,0.375,0.125,0.375
retold,2,9,"I took them and turned my pee to a blue color, which on the package, it said that it was normal.",0.5,0.375,0.75
retold,2,10,"But it didn't cure my frequent urination, which is what i'm going through right now.",0.25,0.0,0.25
retold,2,13,What the urinary specialist told me was they're going to ultra sound my kidneys.,0.75,0.5,0.875
retold,2,14,Then they're going to look inside my urine hole while i'm under anesthesia.,0.5,0.375,0.625
imagined,3,0,What a wild ride this life has been so far.,0.25,0.0,0.25
imagined,3,1,"The ups, the downs and everything in between.",0.25,0.0,0.25
imagined,3,5,I bought the ring five months before I actually asked her.,0.5,0.25,0.625
imagined,3,7,"Finally, after all that, I popped the question.",0.625,0.25,0.625
imagined,3,8,I got down on one knee and asked her to marry me.,0.625,0.375,0.75
imagined,3,9,And she said yes!,0.875,0.125,0.875
imagined,3,10,"She actually said yes, the most beautiful woman in the world agreed to marry me, some schmuck from Brooklyn.",0.25,0.125,0.25
imagined,3,12,We were married at the Little White Wedding Chapel in Las Vegas.,0.625,0.25,0.75
imagined,3,13,"Everyone was there, our parents, our friends and even Elvis made an apppearance!",0.5,0.125,0.5
recalled,1,0,About two years ago I decided to marry my girlfriend after dating for quite a long time.,0.875,0.375,0.875
recalled,1,7,The night I proposed I was very nervous and was not able to eat my food much at all which people at our table thought that in itself was very strange.,0.5,0.375,0.625
recalled,1,13,"So, I just simply asked, didnt get down on one knee or anything, but offered it to her and myself.",0.5,0.375,0.625
recalled,1,14,She said yes!,0.75,0.375,0.75
recalled,1,15,We were married later the next year and are very happy now.,0.625,0.5,0.625
retold,2,0,I met my now wife a long time ago about 7 years to be exact and it has been great ever since.,0.625,0.25,0.625
retold,2,3,The evening was her birthday and I got home just as the delivery man was leaving with the ring.,0.625,0.125,0.75
retold,2,5,But not today I was able to get the ring.,0.5,0.375,0.75
retold,2,11,She said yes!,0.75,0.25,0.75
imagined,2,0,I always knew her life would turn this way.,0.375,0.25,0.375
imagined,2,3,I was logical.,0.25,0.0,0.25
imagined,2,5,It took a very long time to realize who she really was and what her intentions were.,0.25,0.0,0.25
imagined,2,6,"I still remember the time when it dawned on me, all that she had done to me.",0.5,0.0,0.5
imagined,2,7,I remember it all sinking in.,0.125,0.0,0.125
